Mainland -------2016-08-20 00:50:27
36 24.35 	 发布时间：2017-12-09 	 Mariah Carey 	 Lil Snowman 
37 22.20 	 发布时间：2017-12-12 	 Marshmello 	 Take It Back 
38 20.57 	 发布时间：2017-12-15 	 Sia 	 Underneath The Mistletoe 
39 18.75 	 发布时间：2017-12-05 	 Nicki Minaj 	 The Way Life Goes Remix版 
40 17.13 	 发布时间：2017-12-16 	 Cash Cash 	 Belong 




Korea -------2018-01-26 21:12:21
01 97.77 	 发布时间：2018-01-23 	 金钟铉(SHINee) 	 Shinin’ 
02 91.06 	 发布时间：2018-01-18 	 宣美(Wonder Girls) 	 Heroine 
03 87.42 	 发布时间：2018-01-22 	 秀智(miss A) 	 爱着别人 
04 83.15 	 发布时间：2018-01-03 	 MOMO LAND 	 BBoom BBoom  
05 79.37 	 发布时间：2018-01-24 	 金钟铉(SHINee) 	 Before Our Spring 
06 78.30 	 发布时间：2017-12-26 	 EXO 	 Universe 
07 74.76 	 发布时间：2018-01-25 	 Davichi 	 Days without you 
08 74.52 	 发布时间：2018-01-05 	 Luna(f(x)) 	 Lower 
09 72.97 	 发布时间：2018-01-19 	 申智珉(AOA) 	 Hey 
10 70.59 	 发布时间：2018-01-17 	 金请夏 	 Roller Coaster 
11 69.53 	 发布时间：2018-01-22 	 Ravi(VIXX) 	 NIRVANA(Feat.朴智敏)& ALCOHOL 
12 69.28 	 发布时间：2018-01-08 	 Infinite 	 Tell Me 完整版 
13 67.78 	 发布时间：2018-01-24 	 fromis_9 	 To Heart 
14 66.09 	 发布时间：2017-12-29 	 Super Junior 	 Dear My Family (Live Concert Ver.) 
15 63.86 	 发布时间：2018-01-24 	 郑世云 	 BABY IT’S U 
16 62.98 	 发布时间：2018-01-16 	 BoA 	 Man in the Mirror (LIVE) 
17 61.05 	 发布时间：2018-01-26 	 BoA 	 私このままでいいのかな 
18 60.89 	 发布时间：2018-01-10 	 MONSTA X 	 SPOTLIGHT 
19 60.09 	 发布时间：2018-01-09 	 OH MY GIRL 	 Secret Garden 
20 60.00 	 发布时间：2018-01-17 	 JBJ 	 My Flower 
21 59.24 	 发布时间：2017-12-06 	 Eric Nam 	 Bravo My Life -机智的监狱生活OST 
22 58.65 	 发布时间：2017-12-11 	 TWICE 	 Heart Shaker 
23 57.75 	 发布时间：2018-01-04 	 MAMAMOO 	 Paint Me 
24 57.42 	 发布时间：2018-01-24 	 韩国群星 	 Celeb Five(I wanna be a Celeb) 
25 56.58 	 发布时间：2018-01-23 	 RAINZ 	 TURN IT UP 
26 56.43 	 发布时间：2017-12-25 	 BoA 	 Jazzclub 
27 56.36 	 发布时间：2017-12-13 	 B.A.P 	 HANDS UP 
28 55.13 	 发布时间：2018-01-26 	 俞利(少女时代) 	 Always Find You (Korean Ver.) 
29 54.46 	 发布时间：2018-01-20 	 Suran 	 I will Be Fine - 花游记OST - 花游记OST 
30 54.36 	 发布时间：2017-12-06 	 GOT7 	 Teenager Performance Video 
31 53.25 	 发布时间：2018-01-22 	 MXM 	 Diamond Girl Performance Ver. 
32 52.91 	 发布时间：2018-01-17 	 Jessi 	 RUN IT Prod. by GRAY 
33 49.63 	 发布时间：2017-12-05 	 防弹少年团 	 MIC Drop 日文版 
34 48.25 	 发布时间：2018-01-23 	 Nick&Sammy 	 O.o.O(On or Off) 
35 47.30 	 发布时间：2017-12-12 	 太妍(少女时代) 	 This Christmas 
36 46.60 	 发布时间：2018-01-15 	 Stray Kids 	 Spread My Wings Performance Video 
37 46.06 	 发布时间：2018-01-08 	 Block B 	 Don’t Leave 
38 44.23 	 发布时间：2018-01-23 	 I'll 	 Last Winter (Feat.JUNIEL) 
39 44.02 	 发布时间：2017-12-27 	 Super Junior-D&E 	 You Don’t Go 
40 43.53 	 发布时间：2017-12-14 	 金度延(Weki Meki) 	 All Night 
41 42.79 	 发布时间：2017-12-07 	 K.A.R.D 	 Trust Me 
42 42.44 	 发布时间：2017-12-08 	 Super Junior 	 司机哥哥的SWAG 
43 41.76 	 发布时间：2018-01-24 	 Standing Egg 	 From the star 
44 40.65 	 发布时间：2018-01-15 	 EXID 	 梦里 
45 39.68 	 发布时间：2018-01-18 	 TheEastLight.  	 Real Man 
46 39.17 	 发布时间：2017-12-07 	 李泰民(SHINee) 	 Day and Night 
47 37.52 	 发布时间：2018-01-15 	 李俊昊(2PM) 	 Winter Sleep 
48 35.99 	 发布时间：2017-12-13 	 昭宥(Sistar) 	 The Night 
49 34.85 	 发布时间：2017-12-21 	 TWICE 	 Merry&Happy 
50 34.63 	 发布时间：2018-01-08 	 Stray Kids 	 BEWARE Performance Video 




Japan -------2018-01-26 21:12:29
01 95.76 	 发布时间：2018-01-18 	 MAGIC OF LiFE 	 PHANTOM 
02 91.47 	 发布时间：2017-12-23 	 渡边麻友 	 守ってあげたくなる 
03 67.24 	 发布时间：2018-01-18 	 JUJU 	 東京 
04 64.86 	 发布时间：2017-12-08 	 宇多田光 	 あなた 
05 56.71 	 发布时间：2018-01-19 	 FLOW 	 Howling 
06 55.13 	 发布时间：2018-01-07 	 GARNIDELIA 	 Error 
07 53.92 	 发布时间：2018-01-15 	 家入レオ 	 Relax 
08 53.91 	 发布时间：2018-01-11 	 和楽器バンド 	 雪影ぼうし 
09 53.39 	 发布时间：2018-01-05 	 松隆子 	 つなぐもの 
10 51.87 	 发布时间：2017-12-26 	 GENERATIONS 	 Y.M.C.A. 
11 51.62 	 发布时间：2018-01-04 	 坂本真绫 	 CLEAR 
12 45.65 	 发布时间：2018-01-19 	 凛として时雨 	 Chocolate Passion 
13 45.51 	 发布时间：2018-01-13 	 水树奈奈 	 粋恋 
14 39.86 	 发布时间：2018-01-10 	 清水翔太 	 Good Life 
15 38.11 	 发布时间：2017-12-21 	 Silent Siren 	 さよなら日比谷 
16 37.91 	 发布时间：2017-12-05 	 米津玄师 	 春雷 
17 37.41 	 发布时间：2018-01-26 	 登坂広臣 	 LUXE feat. CRAZYBOY & Afrojack 
18 34.78 	 发布时间：2017-12-20 	 SKE48 	 無意識の色 
19 31.35 	 发布时间：2018-01-02 	 E-Girls 	 あいしてると言ってよかった 
20 30.76 	 发布时间：2017-12-07 	 倖田来未 	 NEVER ENOUGH (Normal Version)  
21 28.84 	 发布时间：2017-12-25 	 STU48 	 暗闇 
22 28.34 	 发布时间：2017-12-04 	 福山雅治 	 トモエ学園  
23 23.74 	 发布时间：2018-01-02 	 aiko 	 月が溶ける 
24 23.57 	 发布时间：2017-12-26 	 flumpool 	 とうとい 
25 21.99 	 发布时间：2017-12-12 	 NMB48 	 Which One 
26 21.41 	 发布时间：2017-12-04 	 のん 	 スーパーヒーローになりたい 
27 17.14 	 发布时间：2017-12-12 	 back number 	 ARTIST 
28 12.76 	 发布时间：2017-12-29 	 Golden Bomber 	 やさしくしてね 
29 7.63 	 发布时间：2017-12-10 	 MAN WITH A MISSION 	 Find You 




